SINGER	I'm taking my freedom, pulling it off the shelf, putting it on my chain, wear it around my neck.  I'm taking my freedom, putting it in my car, wherever I choose to go, it will take me far.  I'm living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden, golden.  Living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden, living my life like it's golden.
EBONIE	Okay, I was just asking.  Damn.

NONI	Knock it out the box, Rick.

EBONIE	Children's Story, 1989, I wish it was both of us.

NONI	But it's not.  So go.  Work as hard as I would've.

EBONIE	I will.

WOMAN	You (indistinct) step.

MAN	(indistinct) Uh-huh.

WOMEN	(singing) And you, baby, you want this?

MAN	You better work.

MAN	Okay.

WOMEN	(singing) And you, baby, you want this?

MAN	That's right.

MAN	Hey, whoa.

WOMEN	(singing) And you, baby, you want this?

MAN	Come on, ladies.

MAN	Now, get low.

WOMEN	(singing) But you can't have it.

COACH	Hit.

FOOTBALL PLAYERS	(grunt)

COACH	Hit.

FOOTBALL PLAYERS	(grunt)

COACH	Hit.

FOOTBALL PLAYERS	(grunt)

MAN	Let's go, let's go.

COACH	Hit.

FOOTBALL PLAYERS	(grunt)

COACH	(indistinct)

MAN	Whoa.

MAN	(indistinct)

MAN	Whoa.

MAN	That's right (indistinct)

MAN	Let's go, baby.

MAN	Yes, sir.

MAN	Yes, sir.

MAN	(indistinct)

COACH	One, two, three.

ALL	One.

COACH	One, two, three.

ALL	Two.

COACH	One, two, three.

ALL	Three.

COACH	One, two, three.

ALL	Four.  (screaming)

MAN	Bring it…

ALL	Home.

MAN	Bring it…

ALL	Home.

MAN	Whoa.

MAN	Bring it (indistinct) man.

MAN	Whoa.

COACH HARDWICK	Everybody take a knee.  New guy, hand in the air.  This is BoJohn Folsom.  He's a late walk-on, QB3.

MAN	He coming for you, QB1.

TERRENCE	I ain't scared.

MAN	Yeah, what's up with that?

VERNON	He better be.

COACH HARDWICK	Now, we got one week 'til full scrimmage, two 'til opening game.  We practice like we have since spring, like you're still trying to earn a spot.

MAN	Yes, sir.

COACH HARDWICK	BoJohn Folsom, follow me.  Rest of you, hit the field.

BOJOHN	What's up, coach?

COACH HARDWICK	Listen up, BoJohn Folsom.  Kids play, I don't.  You ever raise a hand to me, you'll never raise it to anybody else.

BOJOHN	Yes, sir.  One favor though, you mind calling me Bo?

COACH HARDWICK	Hit the field, BoJohn.

REFEREE	(whistles)

VERNON	(grunts)

FOOTBALL PLAYER	Hey.

FOOTBALL PLAYER	Oh.

VERNON	Get you (indistinct) country boy.  You need to get back to slap a horse and milking cows.

FOOTBALL PLAYER	(laughs)

FOOTBALL PLAYER	Oh.

VERNON	Now, we just getting started, baby.

MAN	Hey, man.

MAN	Hey, yo.  What's up?

MAN	Yeah, you (indistinct) with that?

WOMAN	Yes.

MAN	Yeah.  Look at that.

WOMAN	This party is lit.

MAN	I ain't (indistinct)

BRYCE	President's daughter, right?

SYDNEY	(laughs) Not what I lead with, but, yeah.

BRYCE	Bryce.

SYDNEY	Sydney.

BRYCE	I read that your father's a judge.  Mine, too.

SYDNEY	Then, you're probably as unhappy about being here as I am.

BRYCE	No.  I'm third generation A&M, and proud of it.

SYDNEY	Okay.  You know, I don't wanna make up a fake boo or lie about what I'm doing tonight.  So, while I'm flattered…

BRYCE	Don't be.  Surprise.  I'm not hitting on you.  I was just wondering why your mother cut the bonfire, one of our oldest traditions.

SYDNEY	Yeah.  Well, she has some traditions too, like not giving a damn about what you think is important.

EBONIE	This party is off the chain.  Oh, look at that cutie over there.  Uh-hmm.  Oh.

MAN	Oh.

EBONIE	Look at this table.  I'm glad I brought my big purse.

CEDRIC	Yeah, my mom does the same thing at the all-you-can-eat buffet.

EBONIE	(laughs) Who you trying to clown on, "Flow Genius?"

CEDRIC	So, I see you found y'boy on Twitter, huh?

EBONIE	Yeah.  And you better follow me back.

CEDRIC	Yeah, I'm on it.

EBONIE	All right.

CEDRIC	Hey, check me out, bro.

MAN	All right, I got you, man.

CEDRIC	Hey, check me out again, bro.  You want that real, check me out on Spotify.

DARIUS	If you was all that, bro, you'd be on the mic already.

CEDRIC	What?

DJ	Y'all know what it is, DJ (indistinct) is up and (indistinct) droppin' all of my fresh (indistinct) that mix up, let's turn up tonight. Let's go.

MADISON & SYDNEY	Damn.  Thought you were security.

MADISON	Already lit.  I'm Madison.

SYDNEY	Sydney.

MADISON	I'm gonna marry him.  You know, he asked me on prom night.  Then he and all my friends went away to UGA.  My mom thinks it'll never happen, me and Ryan.  She thinks she knows everything.

SYDNEY	Not possible.  My mother in fact does know everything.

MADISON	(laughs)

SYDNEY	Man, I wish I could live in the dorms.

MADISON	Wait, you can with me, my roommate just bailed.

SYDNEY	Serious?

MADISON	Yeah.  Said I was plain nastiness when my hair was always everywhere.

SYDNEY	(chuckles) Girl, if I get out of that house, I don't care where your hair is.

MADISON	Okay.

SYDNEY	Come on.

CEDRIC	(raps) Get your hands up, right.  I was coming in this blessed on site (indistinct) cheat, yes you gonna get pipe (indistinct) yeah, we lit all night.  Oh, lord.  Oh, lord.  From the (indistinct) is what it is oh, lord.

SYDNEY	He is cute.

MADISON	For real.

CEDRIC	(raps) Oh, Lord.  Oh, Lord.  Trigger finger automatic, y'all gonna get it, we the realest, feeling drunk till (indistinct) you ain't never seen your 'cuz (indistinct) you ain't never had the junk on a (indistinct) you ain't never done a trank with a stripper, took a picture, then post about it on Twitter, 105 south side where I reside and if you got a problem, meet me outside.  Oh, best rapper in the A now, go on and hate now, it's okay now (indistinct) lay down.  Get you in my A with the heat flow, CEO. Number one spot (indistinct) look, man up, get your hands up, right.  I was coming in this blessed on site (indistinct) cheat, yes you gonna get pipe (indistinct) yeah, we lit all night.  Oh, lord.  Oh, lord.  From the (indistinct) is what it is oh, lord.  Oh, lord.  Oh, lord.  Trigger finger automatic, y'all gonna get it.  What up?  What up?  Ya'll got no problem.  I'm just being honest, just saying (indistinct) is the best you've ever seen since Kendrick outta Compton, momma hella broke all we ate was Top Ramen (indistinct) where I'm from, swear, all these youngins dying so I can care less about a (indistinct) trying to get my mom (indistinct) off this rhyming, all my homies get it, all my homies with it.  Oh, lord.  Oh, lord.  Oh, lord.  I'm from (indistinct) is what it is oh, lord.  Oh, lord.  Oh, lord.  Trigger finger automatic, y'all gonna get it.

BRYCE	GAM U.  We work that GAM U.  We work that GAM U.

ALL	We work that GAM, GAM U, GAM U.  GAM U.  We work that GAM U.  We work that GAM U.  We work that GAM, GAM U.

MADISON	(laughs) Just wait 'till you see my liquor shelf.

SYDNEY	Ugh, and all I had to tell my mother was you were an engineering major.

MADISON	(laughs)

SYDNEY	Ugh, nope.

EBONIE	G, G, G, G, A, A, A, A, M.  Y'all get in, I'm about to put this on Snapchat.  G-A-M-U, G, G, G, G.

DANNY	Sound like some pussies think they ready to be big cats ready to be initiated into my den.

DANNY	Step into my office, scrubs.  No, leave the instruments.  You don't need them.  Let's go, I ain't got all day.

MAN	What happen to all that chanting?

DANNY	(indistinct) Check them.

CHRYSTAL	(knocks on door)

EVA	Uh-huh?

CHRYSTAL	Sorry to bother you, ma'am.  One of the band members was just rushed to the hospital.

EVA	What?

CHRYSTAL	Some sort of head injury.

EVA	Bring me more details.  Oh, God.

SYDNEY	You know, staring at your phone won't actually make it ring.

MADISON	(sighs) Look, I don't know what I'm doing.  I was never like this before.  But I just know that he's at UGA having way more fun 
than I am here.

SYDNEY	Well, there are ways to keep yourself busy.

MADISON	No, I am not like that.

SYDNEY	Hmm.

MADISON	But if I were, I definitely like that.

SYDNEY	Well, look at you, suddenly so thirsty.

MADISON	(laughs)

SYDNEY	I'll go find out more for you.

MADISON	Hmm.  For me.  (laughs)

BOJOHN	Hi.

SYDNEY	I bet we're thinking the exact same thing.

BOJOHN	What's that?

SYDNEY	I've never been around this many black people.

BOJOHN	Even if I was thinking that, I'm not stupid enough to say it.  I know I'm not calling you stupid.

SYDNEY	Better be careful what you eat if you wanna keep that body.  They fry water down here.

BOJOHN	Well, they fry it, flip it and fry it again where I'm from.

SYDNEY	(laughs) Seriously, you're out?

BOJOHN	Got to stay out of trouble.

SYDNEY	I don't see that happening.

EVA	Hi.

NONI	Hi.

EVA	I'm Dr. Fletcher.

NONI	Dr. Fletcher.  I'm Noni, Ebonie's roommate.  This is drum major, Danny.

DANNY	Hello.

EVA	What happened to her, Danny?

DANNY	Complicated choreography, ma'am.  It's hard to learn.  She collided with an instrument.

NONI	I've got to go.  I'll see you later, Eb, okay?

CECIL	Good afternoon.

EVA	I wish it was, but since one of our students is lying in the hospital…

CECIL	My band, my business.

EVA	…which is why I'm surprised you aren't there.

CECIL	I take responsibility for choosing her.  She wasn't in step, that's why she got hurt.

EVA	She isn't hurt.  She's in critical condition.

CECIL	And getting the best medical care money can buy.

EVA	I looked into some of your mishaps over the past five years.

CECIL	And what you find, that four mil a year I bring in?

EVA	File an incident report by the end of the day.

CECIL	Don't you hold your breath, Black Ivy.

EVA	I'm sorry?  Oh, right, I get it.  So you think because I grew up in a wealthy family, attended Ivy League schools and married well, then I'm not down, not black?  My ability to survive and my intellect and both very black, Mr. Diamond.

CECIL	My point is simple.  I don't answer to you and I never will.

EVA	My point is simple as well.  You do as I asked you or I will not hesitate to put my foot directly in your ass.  That black enough for you?

CARLTON	The way she wears her ignorance on her sleeve, that's what gets me.

MAN	(indistinct) can't let this woman destroy GAM U.

CARLTON	Yes.  Told Cecil Diamond, he need to start flying coach.

MAN	(on phone) (indistinct)

CARLTON	(chuckles) I couldn't agree more.

MAN	(on phone) How about some drinks?

CARLTON	Yeah, yeah.  Drinks next week.

MAN	(on phone) Yeah, next week.

CARLTON	Drinks, yeah.

MAN	(on phone) Hello?

CARLTON	D?  (laughs) How you doing?

MAN	(on phone) I'm good.  You?

CARLTON	Oh, I'm fair to middling.  (laughs) You got a minute?

CECIL	I don't like it.  I don't like it.  I don't like it.  I don't like this.  The melody is way off.  Come on, now.  Drum section, set it off.

CECIL	Hey.

BRUCE	Good morning, Mr. Director.

CECIL	Good morning, Bruce.

BRUCE	Looking good.  You going to the White House?

CECIL	Well, you'll always be the first to know.

BRUCE	(chuckles) And, uh, yeah, thank you.  But, uh, you called me.

CECIL	I got something for you.

ELLA	Anyone notice a common thread in the reading?  Sydney?

SYDNEY	No idea.

ELLA	How about something obvious?  What moved them?  What united them most?  With these things I could not see.  Are we motivated by things we cannot see?

MADISON	Race, in a way.  I mean, we can see it but it's not really there, scientifically speaking.

DESHAWN	Skin color was real enough for the white man to make us slaves.  Right, white people?

ELLA	Deshawn, respect and decorum.

SYDNEY	Some Africans were slaves to other Africans and Madison's right.  The genetic variation in skin color is microscopic.  Skin color, race, it's only a divider because this society needs it to be.

DESHAWN	The black white girl is deep.

ELLA	Deshawn.

CEDRIC	(knocks on door) Sup, Eb?  Last time I was in a hospital was when my cousin got shot.  It's all the same, though.  You know, I got like 20 of these made.  You already know I got to give one to your boy (indistinct)

CEDRIC	You know, it'll make it easy for you to check your boy out.  Thought you might like this.  Yeah, you like that, huh?  All right, I'm out.

DEREK	Hey.

EVA	Did I wake you?

DEREK	Sydney okay?

EVA	Sydney's fine.  I'm not.

DEREK	(on phone) What is it?

EVA	I miss that.  The way concern sounds in your voice.

DEREK	Tell me what's going on, Eva.

EVA	I thought I'd just jump in and crush it and be back to my real life in a year or two.

DEREK	(on phone) It's been tougher than you thought, huh?

EVA	This place is--it's hard, Derek.  It's a lot harder than it should be.

DEREK	Do you need to get that?

EVA	It's probably Sydney coming to wash her clothes.  Hold on.

JASON	You are a one hard woman to get ahold of.

EVA	How did you get in?  What are you doing here?

JASON	I got my ways and I wanted to see you.

EVA	Well, you've seen me.  Now go.

EVA	It's my husband.

JASON	Perfect.  That means he's not here then, right?

EVA	Goodbye, Jason.

JASON	Oh, I'm Jason now?  Hmm?  What happened to Six Pack?

EVA & JASON	(moan)

JASON	Good morning, gorgeous.

EVA	You don't have to do all that.

JASON	Yes, I did.  Only the best for my woman.

EVA	Jason.

JASON	Oh, is that the time?  Damn, I got to go.  I can't be late for class.

EVA	You have class today?  You're never gonna get back to Connecticut in time.

JASON	It's all good.  I'm just going across campus.  I'm a Mountain Cat now.  I'ma call you later.  Bye.

EVA	No.

ELMER	Dr. Fletcher.

EVA	Good morning, Dr. Randolph.

ELMER	Not according to our boosters.  The Mountain Cat marching band is the crown jewel of this institution.  It would not be without Cecil Diamond.  What do you hope to accomplish by antagonizing him?

EVA	Is that what we're calling my concern for a hospitalized student?

ELMER	He can clean his own house.

EVA	She could've died.

ELMER	Eva, do not interfere with that band any way, shape or from.

NONI	You won't believe what happened in World History yesterday.  Deshawn got scolded.  Ebonie?  Ebonie?  Help.  Nurse, somebody help.  Please help.  Ebonie.

HEAD NURSE	She's seizing.

NURSE	Miss, we need you to leave.

NONI	Ebonie.

NURSE	Now, miss, please.

HEAD NURSE	Call Dr. Millar.

DR. MILLAR	Excuse me.

HEAD NURSE	She's seizing, Dr. Millar.

CHRYSTAL	I'm sorry to bother you, Dr. Fletcher, but can I get you some lunch, please?

EVA	Uh-huh?

CHRYSTAL	May I help you?

EVA	Hi, Noni.  What can I do for you?

NONI	I need to tell you something.  (sobs)

EVA	Okay.

NONI	(cries)

EVA	Oh, no.  It's gonna be okay.  Seniors in the band attacked Ebonie Weaver and Diamond knew it was going to happen.

ELLA	May I suggest a decaf?

EVA	Oh, it gets better.  I got a visit from Randolph and he told me to leave it alone, talked to me like I was a child.

ELLA	Well, I know you didn't think they were just gonna let you come in and take over the university.

EVA	What are we even talking about?  Who?

ELLA	The men that have been running it since 1852.

EVA	I'm here, aren't I?  They hired their first woman president.  It must mean they were ready for some kind of change.

ELLA	Okay, let's say that the trustees allow you to fire the man that heads their biggest moneymaker.  Is that really a win?  With the anti-hazing laws, legal fees alone will bankrupt this school.  So you get justice for one student and three thousand, two hundred others get screwed.  And you too, by the way, replaced by Carlton Pettiway who wanted the job in the first place.

EVA	I didn't sign up for this.  If I had anywhere, anywhere else to go.

ELLA	But you don't.

WOMAN	Here you go.

SYDNEY	I have to be.

MADISON	I mean, one of us (indistinct)

JALEN	Yo, yo, yo, what's going on?  How y'all doing?

SYDNEY	Hello.

JALEN	Y'all registered to vote?

SYDNEY	Of course.

